id,name,host_id,host_name,neighbourhood,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,reviews_per_month,number_of_reviews,last_review,calculated_host_listings_count,availability_365
320014,2-BR condo near BTS on Sukhumvit Rd,843854,Anshera,,Khlong Toei,13.7281,100.57318,Entire home/apt,1837,30,0.47,71,3/24/2024,1,137
384924,Oasis in the heart of Bangkok,1667508,Siriwipa,"Bangkok, Krung Thep Maha Nakhon, Thailand",Ratchathewi,13.74902,100.55652,Entire home/apt,918,90,0.66,95,1/31/2023,1,191
1079039,Spacious 1Bed apartment,5935474,Tisa,"Bangkok, Thailand",Huai Khwang,13.75224,100.58979,Entire home/apt,1169,15,,0,,1,181
1086843,Near Bangkok more space than urban!,4937984,Sugarcane,,Phra Nakhon,13.75135,100.49447,Shared room,,1,,0,,1,0
385130,City Center | Subway | Private Bath | AC,1927968,Evan,"Bangkok, Krung Thep Maha Nakhon, Thailand",Sathon,13.720548,100.54697,Entire home/apt,875,1,2.85,426,3/25/2024,49,325
385278,Nice River View Condominium 30 sq.m,1928343,Chanvit,,Rat Burana,13.68426,100.49841,Private room,,1,,0,,1,0
1088343,"On Nut BTS, 2 bed 2 bath, Big C, Lotus",5981006,Sibyl,"Bangkok, Krung Thep Maha Nakhon, Thailand",Vadhana,13.7104,100.60171,Entire home/apt,3232,30,0.13,17,1/4/2020,1,354
385979,Monthly rent 2Beds/2Baths quiet APT at BTS,1681901,Pornpan,"Bangkok, Thailand",Khlong San,13.71905,100.50414,Entire home/apt,1747,30,0.55,81,4/7/2023,2,365
390611,Sukhumvit apartment near Nana BTS,807406,Hollis,"Bangkok, Khlong Toey, Thailand",Khlong Toei,13.74052,100.55237,Entire home/apt,960,2,1.4,208,6/11/2024,1,189
1094136,"Private, relaxed with amenities",5793490,Nicky,"Bangkok, Thailand",Bang Kho laen,13.69949,100.52725,Entire home/apt,1010,1,0.25,29,4/15/2024,6,161
393066,✺✺99 feet in the sky✺✺,1927968,Evan,"Bangkok, Krung Thep Maha Nakhon, Thailand",Sathon,13.720785,100.547241,Entire home/apt,632,1,3.21,466,6/1/2024,49,365
397449,Cozy Studio Apt near Skytrain.(72/74),263049,Tor,,Sathon,13.71782,100.51622,Private room,1100,1,0.3,44,5/6/2024,7,365
1103074,2BR - PRIME 11 Condo ✰Sukhumvit  11,5068603,Dean,,Vadhana,13.72548,100.60012,Entire home/apt,41538,1,0.01,1,7/18/2013,2,330
405662,"Asoke: tasteful, modern 1BR condo",1425515,Peter," Bangkok, Bangkok, Thailand",Vadhana,13.73816,100.56495,Entire home/apt,1400,27,0.24,35,4/12/2024,2,112
1133843,เฮ้าส์โหมด House Mode,6220137,Prapussorn,,Thon buri,13.72646256,100.4912934,Private room,,1,,0,,1,0
407381,3 minutes walk to Phrom Phong BTS,1463818,Amporn,"Bangkok, Thailand",Vadhana,13.73675,100.57191,Entire home/apt,3967,7,0.11,15,9/14/2022,1,83
413824,Central Oasis: Private & Light-filled EnSuite,1927968,Evan,"Bangkok, Krung Thep Maha Nakhon, Thailand",Sathon,13.720548,100.54697,Entire home/apt,554,1,2.62,367,5/25/2024,49,362
1138679,1 Bed Pool Access Onnut BTS,4877320,Nisa,,Suanluang,13.71119,100.63334,Entire home/apt,10579,21,,0,,2,365
1141969,Great location on a charming loft,6262801,Andrea,,Bang Rak,13.72687,100.52326,Entire home/apt,6244,30,0.06,8,1/22/2019,1,358
1151862,phiyapa,6313832,Psirivedin,,Don Mueang,13.9277,100.58757,Private room,,1,,0,,1,0
1155399,"Premium2B2BApt10m,Subway,Airport",6329126,Borisut,"Bangkok, Thailand",Ratchathewi,13.75086,100.55932,Private room,,180,,0,,1,0
428360,Big Studio ensuite private kitchen near to PK gym,2129668,Wimonpak,,Yan na wa,13.69673,100.53202,Entire home/apt,918,1,0.24,35,3/4/2019,44,365
1160838,Spacious 2 Bedroom Apartment near BTS-non smoking,1513875,Suchada,"Phayathai, Thailand",Phaya Thai,13.7736,100.54079,Entire home/apt,2071,1,3.48,392,6/19/2024,4,361
1187726,Private Studio Bed Room Walkable from BTS Ari,5402740,Nattha,"Bangkok, Krung Thep Maha Nakhon, Thailand",Phaya Thai,13.77808,100.5416,Entire home/apt,1000,120,0.3,19,6/11/2024,1,296
428421,2. Bangkok bright Apartment 201,2129668,Wimonpak,,Bang Kho laen,13.69935,100.52723,Entire home/apt,700,365,0.27,40,10/24/2018,44,364
428907,1.Bangkok great value Studio WIFI,2129668,Wimonpak,,Bang Kho laen,13.69977,100.52652,Entire home/apt,882,180,0.12,17,11/27/2023,44,270
428950,BKK City Fab Luxx Studio free wifi @1194,2129668,Wimonpak,,Bang Kho laen,13.698,100.52886,Entire home/apt,750,1,0.9,131,4/28/2024,44,358
430691,5. Bangkok Bright Apartment -WIFI1194,2129668,Wimonpak,,Bang Kho laen,13.70068,100.5228,Entire home/apt,850,1,0.22,29,4/16/2024,44,365
430703,"6. Bangkok nice, cosy Apartment 201 near to PK gym",2129668,Wimonpak,,Bang Kho laen,13.69925,100.52624,Entire home/apt,850,3,0.38,54,5/4/2024,44,336
430706,7. Bangkok big bright Apartment 402,2129668,Wimonpak,,Bang Kho laen,13.70086,100.52276,Entire home/apt,1351,365,0.06,8,6/28/2013,44,365
432004,STUDIO-WIFI-RAIN SHOWER-SATHORN,2148220,Marvin,,Sathon,13.71922,100.5255,Private room,1472,1,0.1,14,2/23/2017,4,177
1206077,CityCenter BTS Ari AREE FastWifi+Kitchen+SwimPool,6586465,Tayawat,"Bangkok, Thailand",Phaya Thai,13.77776,100.54353,Entire home/apt,2590,5,0.29,36,5/24/2023,1,179
439051,Luxury Riverview Teakwood Apartment-Great Views :),2122791,Maam & Hermann,,Yan na wa,13.67317,100.54406,Hotel room,,2,0.82,120,2/28/2020,1,0
441869,Furnished 1 br Sukhumvit21 MRT/BTS,699499,Jirarat,,Vadhana,13.74168,100.56219,Private room,1500,30,,0,,2,364
1218098,Transit DMK & Not far from Impact,6647138,NiNew,,Lak Si,13.88974,100.56257,Private room,800,1,0.21,28,11/12/2023,4,361
441870,Spacious/Furnished room Sukhumvit21,699499,Jirarat,"Bangkok, Thailand",Vadhana,13.74152,100.56172,Private room,1500,10,,0,,2,365
1218842,F/F Studio APT For Rent. ARI BTS.,6648722,Taweewat  (Ken),,Phaya Thai,13.78148,100.54868,Private room,1154,2,0.01,1,1/4/2019,2,365
449793,Ensuite Bright Studio-super WI-FI,2129668,Wimonpak,,Bang Kho laen,13.70089,100.52388,Entire home/apt,780,1,0.09,13,11/1/2014,44,170
449826,Loft near Sathon/Silom - BTS SaphanTaksin,2129668,Wimonpak,"Bangkok, Thailand",Bang Kho laen,13.70218,100.52254,Entire home/apt,700,180,0.3,43,4/15/2023,44,364
1227663,Hip Luxury Apt in Best Location (Best wifi),5469059,Andrew,"Bangkok, Thailand",Parthum Wan,13.74088,100.54102,Entire home/apt,3600,28,0.92,124,4/2/2024,1,303
450464,9. Bangkok Mini Stylish Studio 205,2129668,Wimonpak,,Bang Kho laen,13.70039,100.52806,Entire home/apt,790,1,0.44,52,4/19/2024,44,351
1235695,Furnished studio 5min from Skytrain,4583001,Suchela,,Phaya Thai,13.78761,100.55319,Entire home/apt,,365,,0,,2,0
1244333,"Private Room@Chatuchak,BTS,JJ market,DMK airport",2087671,Apipu,"Khet Phaya Thai, Krung Thep Maha Nakhon, Thailand",Phaya Thai,13.79221,100.54631,Private room,,1,0.55,33,3/15/2020,1,0
527553,"Beautiful Apt @ Ratchayothin BTS, Free Wifi",2592798,Nokina,"Bangkok, Thailand",Chatu Chak,13.82841,100.57103,Entire home/apt,,2,0.16,23,2/21/2016,2,0
1255386,SSIP HOME-15minWalkKhaosan-FreeBreakfast-TripleBed,6838199,Sirikamol,"Dusit, Bangkok, Thailand",Dusit,13.77073,100.50478,Private room,,1,,0,,3,0
534241,Stunning 24th Fl Terrace Penthouse!,2625384,Mike,"Bangkok, Thailand",Chatu Chak,13.80994,100.5651,Entire home/apt,4408,30,,0,,1,365
1296322,Mini chic Apartment -BTS S Taksin,2129668,Wimonpak,"Bangkok, Thailand",Sathon,13.71425,100.51332,Entire home/apt,890,180,1.67,223,2/19/2024,44,358
1302302,2 Beds Serviced Modern Oriental SkyVillas,6132593,Salvatore,"Bangkok, Yannawa, Thailand",Sathon,13.72027,100.52851,Entire home/apt,4050,2,1.16,153,5/20/2024,7,220
580270,✴✴Colorful Room with Soaring Views in Center BKK✴✴,1927968,Evan,"Bangkok, Krung Thep Maha Nakhon, Thailand",Sathon,13.720785,100.547241,Entire home/apt,587,1,1,116,4/15/2024,49,257
581755,Brand New room near Airport Railway,2864425,Urcha,,Bang Kapi,13.75056,100.60844,Private room,,5,0.01,1,12/3/2013,1,0
605314,☀ ☼Sky bedroom with a smooth life view☼☀,1927968,Evan,"Bangkok, Krung Thep Maha Nakhon, Thailand",Sathon,13.720785,100.547241,Entire home/apt,850,1,3.17,456,6/8/2024,49,348
1316688,Contemporary Modern Duplex - Thonglor,5394070,Eva,"Bangkok, Thailand",Khlong Toei,13.72242,100.57962,Entire home/apt,1579,30,0.64,84,5/31/2024,1,97
605343,✬Sweet Dreams in the Center of Bangkok@Sky House✬,1927968,Evan,"Bangkok, Krung Thep Maha Nakhon, Thailand",Sathon,13.720785,100.547241,Entire home/apt,700,1,1.69,237,6/8/2024,49,362
608624,Big Jacuzzi+BTS/BRT+wifi 300mbps,2940438,Kinifrog,"Krung Thep Maha Nakhon, Bangkok, Thailand",Thon buri,13.71699,100.4783,Entire home/apt,1350,14,0.28,5,2/16/2024,22,86
688013,1 BR Near BTS WIFI/POOL/FITNESS (B),1780407,Feb,,Bang Na,13.67926,100.61655,Entire home/apt,808,29,1.05,149,4/30/2024,6,273
1338281,Loft Studio 6 min BTS Sapan Taksin,2129668,Wimonpak,,Sathon,13.71506,100.51319,Entire home/apt,950,1,0.95,126,4/15/2024,44,361
1338489,FABB Modern 4 BTS Sapan Taksin,2129668,Wimonpak,,Sathon,13.7133,100.51337,Entire home/apt,999,1,1.27,170,5/15/2024,44,180
691478,Studio ๏ Affordable comfort,3533863,Sarasinee,,Phaya Thai,13.78887,100.56009,Entire home/apt,,30,0.03,4,12/15/2012,4,0
691526,Studio with kitchen @ Ratchada,3533863,Sarasinee,,Phaya Thai,13.79032,100.56145,Entire home/apt,,1,,0,,4,0
1341114,Five artist loft apartments,7273604,Nim,"Bangna, Bangkok, Thailand",Bang Na,13.67826,100.60592,Entire home/apt,1750,28,,0,,4,365
691540,SN Suite with 1 Bedroom,3533863,Sarasinee,,Din Daeng,13.78829,100.56171,Entire home/apt,,3,,0,,4,0
1341890,"Modern Studio near ARL, Wifi, 40%Monthly Discount!",7278395,Niramol,"Huai Khwang, Bangkok, Thailand",Huai Khwang,13.74538,100.59943,Entire home/apt,888,7,0.46,61,10/3/2023,9,124
715652,Cosy 1 bed room service apartment!,3687435,Avinash,,Din Daeng,13.78777,100.56551,Entire home/apt,,1,0.04,6,10/18/2015,1,0
722291,"1 bedroom apartment, Center Bangkok",1810415,Egidio,"Bangkok, Thailand",Sathon,13.72109,100.53915,Entire home/apt,1065,300,0.27,35,6/17/2022,3,179
1344388,comfortable in Bangkok Near MRT,2653642,Hab,,Din Daeng,13.77126,100.57088,Private room,,2,,0,,1,0
722660,"Bangkok View, Luxurious 1 bedroom,Sathorn.",3734436,Chok,"Bangkok, Krung Thep Maha Nakhon, Thailand",Sathon,13.70644,100.52544,Entire home/apt,1286,21,,0,,2,365
1350390,3.Cool Chic apartment walk 5 min BTS Sathon,2129668,Wimonpak,,Sathon,13.71628,100.51238,Entire home/apt,980,1,0.97,129,6/2/2024,44,355
723070,"One Bed apartmentm,The Seed Mingle condo, Bangkok",3734436,Chok,"Khet Sathon, Krung Thep Maha Nakhon, Thailand",Sathon,13.72075,100.53993,Entire home/apt,1653,21,0.03,2,12/5/2018,2,293
1353517,95 sqm. 2 br. 1-5 people. Next to thonglor bts,7327298,Notee,,Khlong Toei,13.72393,100.57647,Entire home/apt,2950,5,0.43,45,6/21/2024,2,203
729015,NEW River Condo Center BTS temples,3785867,Julia,"Bangkok, Thailand",Khlong San,13.72077,100.51202,Entire home/apt,3501,360,0.26,36,4/30/2018,2,364
736372,Luxury Condo @ The Heart of Bangkok,3843977,Marc,,Vadhana,13.74283,100.58651,Entire home/apt,,180,,0,,1,0
1394285,Superior Double Room Near Airport,7489121,Anis,,Suanluang,13.73789,100.64271,Private room,850,1,0.13,12,5/25/2024,13,364
1395513,Superior Twin Room Near Airport,7489121,Anis,,Suanluang,13.73613,100.64319,Private room,1050,1,,0,,13,365
742693,Nice 1 Bed 5 mins walk Thonglor BTS,3888806,Nulek,,Khlong Toei,13.72062,100.58019,Entire home/apt,1837,2,0.16,1,12/22/2023,1,365
1400351,Studio in Beung Kum,7489121,Anis,,Bueng Kum,13.78327,100.67124,Private room,,1,0.05,3,9/19/2019,13,365
758483,Thong Lo Living: Stylish/Spacious 90 sqm Apartment,1774390,Add,"Bangkok, Thailand",Vadhana,13.73595,100.58375,Entire home/apt,2500,3,0.44,62,1/30/2020,2,241
1404697,Superior Double Room Near Yanhen Hospital,7489121,Anis,,Bang Phlat,13.80698,100.5121,Private room,,1,,0,,13,364
1405479,Junior Family Room Near Yanhee Hospital.,7489121,Anis,,Bang Phlat,13.807,100.51059,Private room,1676,1,,0,,13,365
1405480,Superior Twin Room Near Yanhee Hospital,7489121,Anis,,Bang Phlat,13.80657,100.51192,Private room,1050,1,,0,,13,365
768019,"Luxury 3BR+ Pool Villa for 6-10, great location",2975807,Ingo,"Bangkok, Thailand",Vadhana,13.73668,100.56693,Entire home/apt,12000,28,0.03,4,4/30/2023,1,269
1406065,Superior Db Rm Near Yanhee Hospital,7489121,Anis,,Bang Phlat,13.80685,100.5125,Private room,,1,,0,,13,364
788043,Thonburi  APT @Sky train,4070562,Ben,"Bangkok, Thailand",Khlong San,13.72101,100.50378,Entire home/apt,720,30,0.69,96,3/12/2024,3,135
808870,Chambre privée en condominium,4255924,Arnaud,,Khlong Toei,13.73684,100.55488,Private room,,7,,0,,1,0
1412787,"Newly renovated 1BR by the river, near ICON SIAM",7616231,Jeab,"Bangkok, Thailand",Khlong San,13.72174,100.50769,Entire home/apt,1371,3,1,128,5/16/2024,1,114
811670,Lovely quaint Bangkok home,4268095,Ann,,Din Daeng,13.78499,100.56958,Entire home/apt,2000,2,0.22,30,1/3/2024,1,363
818612,Budget price but 5 star value near new skytrain,822284,Rae And Charlie,"Bangkok, Thailand",Bang Sue,13.83148,100.52151,Entire home/apt,1050,3,0.09,12,2/3/2024,7,177
1419797,2-room apartment@heart of BKK,7644106,Jirapha,,Parthum Wan,13.74381,100.54792,Entire home/apt,2250,7,0.88,116,6/8/2024,1,114
820395,Cosy cottage in garden setting near new skytrain,822284,Rae And Charlie,"Bangkok, Thailand",Bang Sue,13.83026,100.52082,Entire home/apt,700,7,0.1,14,1/19/2024,7,332
822214,Jade House overlooking Pool near new skytrain,822284,Rae And Charlie,"Bangkok, Thailand",Bang Sue,13.83148,100.52307,Entire home/apt,1300,3,0.2,28,2/18/2024,7,144
837342,Studio with breakfast ๏ Bangkok,3533863,Sarasinee,,Phaya Thai,13.78832,100.56145,Private room,,3,,0,,4,0
1420577,River view near ICON SIAM 74sqm. Free pick up,7647775,Hataipat,,Khlong San,13.71847,100.50914,Entire home/apt,3253,45,0.01,1,8/25/2013,5,26
851956,Great bright&spacious 1B BTS Onnut,4100838,Siri,"Bangkok, Thailand",Khlong Toei,13.70486,100.60152,Entire home/apt,1200,14,0.3,41,3/27/2024,3,331
852063,2BR Apt. near Sathon Silom-free WIFI,4396467,Sujin,"Bangkok, Thailand",Sathon,13.71972,100.54924,Entire home/apt,1900,120,0.19,26,1/5/2023,3,356
1421233,Close to river and near city. Free pick up,7647775,Hataipat,"Bangkok, Thailand",Khlong San,13.71672,100.5092,Entire home/apt,1364,5,0.58,72,2/27/2020,5,27
852308,วรภาดา น้อยพันธ์,4414621,Catroom,"Bangkok, Thailand",Bang Rak,13.7318,100.52351,Private room,,1,,0,,1,365
1440474,"Studio Sukhumvit 22, MRT BTS Asok Phrom Phong (2F)",7736004,Prim,"Bangkok, Thailand",Khlong Toei,13.72670937,100.5635605,Entire home/apt,1850,1,0.1,11,4/24/2024,1,175
1444053,Cozy 7th,7753623,Kia,,Chatu Chak,13.79616,100.56478,Private room,1636,2,,0,,1,180
854660,Nostalgic Thai House - The Villa,931710,Jeremy,,Nong Chok,13.77671,100.8389,Entire home/apt,9183,1,0.03,3,3/21/2024,1,365
858311,"Riverview penthouse duplex, 5 Pers, taxi included",4491588,Donzo,"Bangkok, Thailand",Khlong San,13.72242069,100.5087128,Entire home/apt,3995,2,2.39,331,6/23/2024,1,202
1452584,Quiet&Cozy Place on Thong Lor Street,578672,Warin,"Bangkok, Thailand",Vadhana,13.73862,100.585,Private room,1049,3,0.01,1,1/1/2014,1,365
858338,✩Vibrant street✩Cozy n Cool near MRT Silom/center✩,1927968,Evan,"Bangkok, Krung Thep Maha Nakhon, Thailand",Sathon,13.720785,100.547241,Entire home/apt,700,1,2.16,300,5/24/2024,49,290
1453230,LumpiniVille Prachachuen-Phongphet2,7795450,Kirawut,,Vadhana,13.7214,100.58484,Private room,,1,,0,,1,0
1457235,City view Studio surrounding by street food,5793490,Nicky,"Bangkok, Thailand",Bang Kho laen,13.69945,100.52725,Entire home/apt,980,1,0.1,12,3/16/2024,6,180
861105,Home Sweet Home For Your Family near new skytrain,822284,Rae And Charlie,"Bangkok, Krung Thep Maha Nakhon, Thailand",Bang Sue,13.83235,100.5228,Entire home/apt,1600,3,0.35,49,3/13/2024,7,151
1463101,"Comfortable serviced 1BR, BTS, POOL",7840606,Nap,,Phaya Thai,13.78519,100.5496,Entire home/apt,,1,0.08,8,12/3/2022,1,0
863341,1BR Condo-BRT to BTS Chong Nonsi,4474838,Sue,"Bangkok, Thailand",Yan na wa,13.67907,100.52887,Entire home/apt,992,28,0.24,28,4/30/2024,4,365
863669,"2 BR - Near BTS, Wifi",4474838,Sue,"Bangkok, Thailand",Khlong San,13.72162,100.5075,Entire home/apt,2388,7,0.78,106,5/9/2024,4,344
1485092,New Model Studio 24,5469970,Yair,"Bangkok, Krung Thep Maha Nakhon, Thailand",Suanluang,13.72346687,100.6165023,Entire home/apt,997,10,0.02,2,11/13/2016,19,365
1485265,E04:New Model Studio 24 - Sukhumvit 77,5469970,Yair,"Bangkok, Thailand",Suanluang,13.72162,100.61622,Entire home/apt,1013,28,0.14,17,2/25/2024,19,345
866152,Unit in relaxing garden setting near new skytrain,822284,Rae And Charlie,"Bangkok, Thailand",Bang Sue,13.82955,100.52119,Entire home/apt,1050,3,,0,,7,177
866329,Entire Studio center of Bangkok,4549405,Carlos,"Bangkok, Thailand",Bang Rak,13.72479,100.53039,Private room,728,27,0.14,18,3/29/2024,2,254
869715,Stylish 1 bed 3 min walk from BTS,4583001,Suchela,,Khlong Toei,13.7142,100.59233,Entire home/apt,,120,,0,,2,0
873841,Suite,4115838,Primrose,,Thawi Watthana,13.79109,100.33362,Private room,3500,2,,0,,6,362
881208,1 Bedroom in trendy Sathorn area near Skytrain!,4549405,Carlos,,Bang Rak,13.72386,100.52563,Private room,800,89,,0,,2,365
1504766,Cozy Riverfront APT with sunset view,1681901,Pornpan,"Bangkok, Krung Thep Maha Nakhon, Thailand",Bang Kho laen,13.68839,100.51065,Entire home/apt,2167,7,0.1,11,6/11/2024,2,283
888304,Cozy Apt @ Ratchayothin BTS Great Facility,2592798,Nokina,"Bangkok, Thailand",Chatu Chak,13.83028,100.57065,Entire home/apt,,4,0.07,9,12/14/2021,2,0
889909,Spare room in a gated compound,4721867,Annie,,Bang Na,13.65979,100.60643,Private room,,1,0.03,4,9/6/2016,1,0
906203,1 BR on Srinakrin Rd. Parkland,4850305,Dujdao,"Tambon Sam Rong Nua, จ.สมุทรปราการ, Thailand",Bang Na,13.65441,100.64548,Private room,845,1,,0,,1,365
1507375,One bed room comfortable condo,8008449,Sina,,Vadhana,13.70714,100.60281,Entire home/apt,,1,,0,,1,0
923795,3BR 300 SqM Apt near BTS PhromPhong,4968824,Sanjay,"Bangkok, Thailand",Khlong Toei,13.72468,100.56838,Private room,,1,,0,,1,0
931149,1 BR by the river-pool/wifi/fitness,1780407,Feb,,Bang Kho laen,13.68909,100.51225,Entire home/apt,3158,28,0.09,12,4/21/2024,6,365
1522068,100 SQM Spacious 2BR - 450 m from RN03 station,8123510,Tatiya,"Bangkok, Thailand",Chatu Chak,13.84279,100.56287,Entire home/apt,2239,2,2.05,263,6/8/2024,10,356
933070,Yoong Thong Double Standard Room,1203066,Tienchai,,Min Buri,13.78238,100.74811,Private room,,30,,0,,2,0
933092,Rachapruk Twin Standard Room,1203066,Tienchai,,Min Buri,13.78235,100.7482,Private room,,1,,0,,2,0
1526123,Thong Lo Cozy Haven: Charming 60 sqm Home,1774390,Add,"Bangkok, Thailand",Vadhana,13.73767,100.58381,Entire home/apt,2100,3,0.33,43,6/19/2024,2,352
941803,Suite Room 1 at MetroPoint,610315,Kasem,,Bang Kapi,13.7703,100.63148,Private room,2020,1,,0,,3,365
1547429,บ้านใกล้สุวรรณภูมิ ตรงข้ามแอร์พอร์ตลิ้งบ้านทับช้าง,8243802,Prare,"Bangkok, Thailand",Saphan Sung,13.73667,100.69141,Entire home/apt,,1,,0,,1,0
